NAME,SPECT_TYPE
V575 Per  ,                 
V459 Per  ,F0IV             
V461 Per  ,F0V              
KL Per    ,A2               
V985 Per  ,                 
V989 Per  ,                 
V994 Per  ,                 
V984 Per  ,                 
V376 And  ,A0               
V566 Per  ,                 
V410 Per  ,"C7,4(Np)         "
LX Per    ,G5IV+G5IV        
BD Per    ,                 
V525 Per  ,                 
AM Per    ,M3               
V494 Per  ,                 
V400 Per  ,pec(Nova)        
QT Per    ,                 
V521 Per  ,                 
V522 Per  ,                 
BN Per    ,                 
V408 Per  ,                 
V393 Per  ,                 
V509 Per  ,                 
V335 Per  ,                 
V986 Per  ,                 
RY Per    ,B5Vea+F6IV       
V559 Per  ,                 
V729 Per  ,                 
BW Per    ,M4               
V991 Per  ,                 
V730 Per  ,                 
V423 Per  ,A1m              
V1002 Per ,M                
V683 Per  ,G5V              
V1000 Per ,                 
V567 Per  ,                 
KM Per    ,                 
AQ Tri    ,                 
V405 Per  ,                 
CF Ari    ,K0V              
DK Ari    ,                 
CC Ari    ,                 
AO Ari    ,M0               
VY Ari    ,K3-4IV-V         
V993 Per  ,                 
LT Per    ,B9p(Si-Eu-Sr-Cr) 
BW Ari    ,G5               
DH Ari    ,                 
DI Ari    ,                 
BZ Ari    ,K0IV             
V582 Cam  ,A0:III:          
AC Cam    ,                 
V584 Cam  ,                 
NX Cam    ,                 
V578 Cam  ,                 
V803 Cas  ,B0.5IV:nn        
V591 Cam  ,                 
V580 Cam  ,                 
AD Cam    ,                 
V521 Cam  ,                 
V573 Cam  ,                 
NW Cam    ,                 
V1373 Cas ,                 
V579 Cam  ,                 
CE Cam    ,A0Iae            
V679 Cas  ,                 
V1347 Cas ,                 
V575 Cam  ,                 
V522 Cam  ,                 
V834 Cas  ,                 
V969 Per  ,                 
V596 Per  ,                 
V892 Per  ,                 
KX Cam    ,                 
V1007 Per ,                 
V1003 Per ,C                
V523 Cam  ,                 
V526 Cam  ,                 
V525 Cam  ,                 
V1008 Per ,                 
V524 Cam  ,                 
V1012 Per ,                 
V1004 Per ,                 
V886 Per  ,                 
V895 Per  ,                 
V598 Per  ,                 
V894 Per  ,                 
GH Per    ,M6               
LX Cam    ,                 
V891 Per  ,                 
EM Per    ,                 
VZ Per    ,"C4,5J(R4)        "
EI Per    ,                 
V1074 Per ,                 
DY Per    ,"C4,5(R8)         "
DZ Per    ,                 
TY Eri    ,G2               
AE For    ,                 
RW For    ,                 
TT Eri    ,                 
FQ Eri    ,                 
RU For    ,M3               
RX For    ,A9:-F6           
AF For    ,                 
RV For    ,A0-A2            
VV For    ,                 
Z For     ,                 
RT For    ,                 
RS For    ,                 
Y For     ,G2               
RR For    ,                 
IR Eri    ,K0V              
MU Eri    ,                 
HX Eri    ,                 
CW Eri    ,F0               
FM Eri    ,                 
TX Eri    ,G2               
TV Eri    ,                 
FK Eri    ,                 
SZ Eri    ,                 
FL Eri    ,                 
FR Eri    ,                 
TU Eri    ,F5               
EF Eri    ,e                
TW Eri    ,M7               
MZ Eri    ,                 
IQ Eri    ,pec(e)           
AT Cet    ,M5               
UY For    ,                 
MX Eri    ,                 
FV Eri    ,                 
SV Eri    ,A8-F5            
UW Eri    ,M5               
UZ Eri    ,                 
DR Eri    ,M1               
CU Eri    ,G5               
EP Eri    ,                 
Z Eri     ,M4III            
IZ Eri    ,                 
V802 Cas  ,                 
V727 Cas  ,                 
RX Cas    ,K1III+A5IIIe     
FX Cam    ,                 
FV Cam    ,                 
SU Cas    ,F5-F7Ib-II       
RZ Cas    ,A3V              
YY Cas    ,M0               
NZ Cam    ,                 
iot Cas   ,A5pSr            
CQ Cam    ,M0II             
V664 Cas  ,pec(e)+dK-M      
FU Cam    ,                 
V835 Cas  ,S                
BK Cam    ,B2Ve             
V936 Cas  ,C                
V950 Cas  ,                 
TW Cas    ,B9V              
V951 Cas  ,                 
V1359 Cas ,                 
V938 Cas  ,                 
V948 Cas  ,                 
V946 Cas  ,                 
SS Cep    ,M5III            
QU Cam    ,                 
V538 Cam  ,                 
V1022 Cep ,                 
V531 Cam  ,                 
V805 Cep  ,                 
V802 Cep  ,                 
V801 Cep  ,                 
EX Cep    ,G4               
AG Cep    ,M9e              
V357 Cep  ,                 
V405 Cep  ,A2               
V968 Cep  ,                 
V529 Cam  ,                 
V590 Cas  ,                 
V1174 Cas ,                 
V601 Cam  ,                 
V1383 Cas ,                 
AN Cam    ,F8               
OV Cam    ,                 
CU Cam    ,A0               
V804 Cas  ,M0               
V1176 Cas ,                 
V1023 Cep ,                 
V1021 Cep ,                 
V800 Cas  ,M0               
V532 Cam  ,                 
V789 Cas  ,M3III            
V1171 Cas ,                 
V766 Cep  ,                 
V793 Cep  ,                 
ER Cep    ,                 
V788 Cep  ,                 
V760 And  ,                 
PZ And    ,B9VpSi           
V759 And  ,                 
V420 And  ,                 
BV Per    ,M6               
RR Per    ,M6e-M7e          
V552 Per  ,                 
V759 Per  ,                 
V402 Per  ,M7               
CX Per    ,M3               
DL Per    ,M2               
BS Per    ,"C5,5(N4)         "
EX Per    ,A1               
V375 And  ,A0               
V562 Per  ,                 
V988 Per  ,M5               
QQ Per    ,                 
EN Per    ,                 
EL Per    ,M                
EQ Per    ,                 
V981 Per  ,                 
V563 Per  ,                 
DN Per    ,                 
DH Per    ,                 
DD Per    ,                 
V670 Per  ,                 
V666 Per  ,                 
DG Per    ,                 
DQ Per    ,M6.5             
V669 Per  ,                 
CU Per    ,                 
V353 Per  ,B0.5IV           
DI Per    ,MS               
DE Per    ,                 
CY Per    ,                 
V662 Per  ,                 
V505 Per  ,                 
V727 Per  ,                 
V549 Per  ,                 
CV Per    ,                 
V664 Per  ,                 
PQ Per    ,                 
V440 Per  ,F7Ib             
DO Per    ,                 
tau Per   ,                 
V726 Per  ,M                
EH Per    ,"C7,4             "
DV Per    ,                 
V877 Per  ,                 
EE Per    ,M6.5             
EG Per    ,                 
V781 Per  ,                 
V673 Cas  ,                 
V671 Cas  ,                 
V784 Cas  ,F5II             
V609 Cas  ,M3               
V598 Cas  ,K5V:             
V930 Cas  ,M0               
V492 Cas  ,C                
V689 Cas  ,                 
V506 Cas  ,M6Iab            
V949 Cas  ,C                
V1350 Cas ,                 
V1344 Cas ,                 
V726 Cas  ,                 
V1360 Cas ,                 
V493 Cas  ,                 
V945 Cas  ,C                
V647 Cas  ,                 
V937 Cas  ,                 
V394 Cas  ,                 
V395 Cas  ,G3               
V1329 Cas ,                 
V787 Cas  ,B2III            
V783 Cas  ,Bpe              
V781 Cas  ,G5Ia             
V1333 Cas ,                 
V785 Cas  ,B5               
V782 Cas  ,B6Iae            
V495 Cas  ,                 
V1356 Cas ,                 
V794 Cas  ,B8               
V614 Cas  ,M                
V693 Cas  ,                 
TX Cas    ,B0V              
V943 Cas  ,                 
CQ Cas    ,M6               
V1355 Cas ,                 
V1351 Cas ,                 
V677 Cas  ,                 
V1338 Cas ,                 
V617 Cas  ,M2               
V501 Cas  ,                 
V1353 Cas ,                 
V1172 Cas ,                 
LU Cas    ,                 
LT Cas    ,                 
V616 Cas  ,M2-M3            
V541 Cas  ,                 
V1339 Cas ,                 
V1374 Cas ,                 
V1363 Cas ,                 
CX Cas    ,M6               
V519 Cas  ,                 
V1354 Cas ,                 
V833 Cas  ,                 
V1340 Cas ,                 
V1364 Cas ,                 
V940 Cas  ,                 
V602 Per  ,                 
V539 Per  ,                 
BP Per    ,                 
V538 Per  ,                 
FF Per    ,                 
V396 Per  ,B5Vp(Mn-He weak) 
V542 Per  ,                 
MM Per    ,G0               
psi Per   ,B5III-Vne        
MR Per    ,                 
V541 Per  ,                 
V489 Per  ,                 
BL Per    ,M6.5             
V689 Per  ,G5V              
V540 Per  ,                 
V537 Per  ,                 
V412 Per  ,M6.5             
V532 Per  ,                 
VV Per    ,                 
V514 Per  ,                 
BH Per    ,                 
V629 Per  ,                 
V628 Per  ,                 
V487 Per  ,                 
V488 Per  ,                 
KO Per    ,A3               
V688 Per  ,                 
V485 Per  ,                 
V531 Per  ,                 
V530 Per  ,                 
V486 Per  ,                 
V576 Per  ,                 
V536 Per  ,                 
V534 Per  ,                 
V630 Per  ,                 
V543 Per  ,                 
MO Per    ,                 
V578 Per  ,                 
V465 Per  ,A6Vn             
MQ Per    ,                 
V577 Per  ,                 
AC Per    ,"C6,3(N3)         "
KP Per    ,B2IV             
V627 Per  ,                 
V535 Per  ,                 
V631 Per  ,                 
V409 Per  ,N                
V1091 Per ,                 
V889 Per  ,F1               
BE Per    ,                 
BF Per    ,                 
RT Per    ,F2V              
AA Per    ,M7               
V527 Per  ,                 
V592 Cam  ,                 
V1387 Cas ,                 
V1380 Cas ,                 
BO Cam    ,                 
V1388 Cas ,                 
V574 Cam  ,                 
V588 Cam  ,                 
CP Cam    ,A0               
V1168 Cas ,                 
V1358 Cas ,                 
V680 Cas  ,                 
OO Cam    ,                 
NV Cam    ,                 
BP Cam    ,                 
V799 Cas  ,B9               
V1386 Cas ,                 
V583 Cam  ,F8               
V625 Cas  ,M2               
V585 Cam  ,                 
V1385 Cas ,                 
V836 Cas  ,                 
OS Cam    ,                 
V1379 Cas ,                 
V577 Cam  ,                 
V801 Cas  ,B1V:e            
CR Cam    ,B2V:e            
V1375 Cas ,                 
KY Cam    ,                 
FT Cam    ,pec(UG)          
V621 Cas  ,M2               
CS Cam    ,B9Ia             
PP Cam    ,                 
V1175 Cas ,                 
V1390 Cas ,                 
V805 Cas  ,M2III            
AM Cas    ,pec(UG)          
V608 Cas  ,                 
AN Cas    ,M8               
AL Cas    ,                 
V788 Cas  ,B3               
V1164 Cas ,                 
AB Cas    ,A3+K             
RR Cep    ,M6e-M8e          
V358 Cep  ,                 
V800 Cep  ,                 
Z Cep     ,M2e-M7e          
V803 Cep  ,                 
V806 Cep  ,                 
EY Cep    ,A5               
EZ Cep    ,                 
V407 Cep  ,A3               
V969 Cep  ,                 
V409 Cep  ,M2               
OU Cep    ,M8               
V408 Cep  ,B5V              
CW Per    ,                 
LN Per    ,                 
